path,quality,group,gsplit
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_009.png,Regular,5488,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505_013.png,Regular,5472,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180429_aug_004.jpg,Regular,5795,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105154.png,Regular,5518,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105701_002.png,Regular,5796,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811_014.png,Regular,5797,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110017_011.png,Regular,5444,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_007.png,Regular,5798,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013_004.png,Regular,5799,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105413_002.png,Regular,5800,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105413.png,Regular,5437,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105230_003.png,Regular,5801,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110033_009.png,Regular,5509,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814.png,Regular,5632,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105223_016.png,Regular,5802,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180831_aug_004.jpg,Regular,5803,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814_004.png,Regular,5804,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105154_008.png,Regular,5518,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180831_aug_003.jpg,Regular,5805,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105701_005.png,Regular,5806,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105303_005.png,Regular,5807,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105834_005.png,Regular,5808,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811_002.png,Regular,5809,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105110_014.png,Regular,5810,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_013.png,Regular,5704,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005_004.png,Regular,5811,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105108_005.png,Regular,5812,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105756_003.png,Regular,5813,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110030_005.png,Regular,5814,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_008.png,Regular,5588,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180831_aug_005.jpg,Regular,5815,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105154_015.png,Regular,5816,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105115.png,Regular,5446,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180831_aug_008.jpg,Regular,5817,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110007_016.png,Regular,5818,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180619_aug_006.jpg,Regular,5819,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105834_002.png,Regular,5820,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180439_aug_003.jpg,Regular,5821,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105150_014.png,Regular,5822,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105701_011.png,Regular,5469,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_016.png,Regular,5823,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105740_013.png,Regular,5531,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814_005.png,Regular,5824,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_014.png,Regular,5825,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814_009.png,Regular,5632,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_003.png,Regular,5826,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105818_011.png,Regular,5504,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180418_aug_003.jpg,Regular,5827,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_015.png,Regular,5828,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005_007.png,Regular,5829,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105504_005.png,Regular,5830,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_008.png,Regular,5481,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105217_015.png,Regular,5831,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105110_009.png,Regular,5660,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180835_aug_008.jpg,Regular,5832,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_005.png,Regular,5833,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105223_009.png,Regular,5582,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_006.png,Regular,5834,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_011.png,Regular,5484,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180429_aug_006.jpg,Regular,5835,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180418_aug_001.jpg,Regular,5836,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105740_016.png,Regular,5837,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005_014.png,Regular,5838,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110125_008.png,Regular,5462,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_002.png,Regular,5839,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105108_001.png,Regular,5840,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180831_aug_006.jpg,Regular,5841,test
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180750_aug_005.jpg,Regular,5842,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105144_009.png,Regular,5454,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105756_016.png,Regular,5843,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110036_011.png,Regular,5523,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_015.png,Regular,5844,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110030.png,Regular,5439,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180401_aug_004.jpg,Regular,5845,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105154_004.png,Regular,5846,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_011.png,Regular,5555,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180519_aug_003.jpg,Regular,5847,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_014.png,Regular,5848,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_009.png,Regular,5704,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105818_005.png,Regular,5849,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105829.png,Regular,5451,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_010.png,Regular,5456,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180429_aug_003.jpg,Regular,5850,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110030_008.png,Regular,5439,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013_001.png,Regular,5851,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149.png,Regular,5456,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_005.png,Regular,5852,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_013.png,Regular,5456,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_011.png,Regular,5488,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180429_aug_001.jpg,Regular,5853,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105223_005.png,Regular,5854,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180633_aug_004.jpg,Regular,5855,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105027_016.png,Regular,5856,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105150_015.png,Regular,5857,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_005.png,Regular,5858,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105217_009.png,Regular,5448,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013_014.png,Regular,5859,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105829_004.png,Regular,5860,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105834_000.png,Regular,5861,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_001.png,Regular,5862,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105115_010.png,Regular,5446,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110125_015.png,Regular,5863,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_000.png,Regular,5864,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_002.png,Regular,5865,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_004.png,Regular,5866,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105219_004.png,Regular,5867,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110033_004.png,Regular,5868,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_005.png,Regular,5869,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105740.png,Regular,5531,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105740_004.png,Regular,5870,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105219_015.png,Regular,5871,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105701_014.png,Regular,5872,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110017_009.png,Regular,5444,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110007_008.png,Regular,5511,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814_011.png,Regular,5632,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180801_aug_001.jpg,Regular,5873,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005_005.png,Regular,5874,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505.png,Regular,5472,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013_013.png,Regular,5535,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105829_011.png,Regular,5451,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434.png,Regular,5484,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105834_015.png,Regular,5875,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105150_008.png,Regular,5492,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105150_001.png,Regular,5876,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180439_aug_006.jpg,Regular,5877,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180633_aug_002.jpg,Regular,5878,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505_011.png,Regular,5472,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110033_012.png,Regular,5879,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105829_000.png,Regular,5880,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105829_014.png,Regular,5881,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180401_aug_005.jpg,Regular,5882,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105150_011.png,Regular,5492,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005_009.png,Regular,5602,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180349_aug_008.jpg,Regular,5883,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105740_003.png,Regular,5884,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_015.png,Regular,5885,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105217_001.png,Regular,5886,test
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180429_aug_008.jpg,Regular,5887,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_001.png,Regular,5888,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_001.png,Regular,5889,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_006.png,Regular,5890,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505_004.png,Regular,5891,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_015.png,Regular,5892,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_003.png,Regular,5893,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105219_003.png,Regular,5894,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105756_008.png,Regular,5763,test
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180401_aug_008.jpg,Regular,5895,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_009.png,Regular,5456,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180719_aug_006.jpg,Regular,5896,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_010.png,Regular,5484,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105818_000.png,Regular,5897,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_016.png,Regular,5898,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_007.png,Regular,5899,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105230_009.png,Regular,5478,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105027_010.png,Regular,5441,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110125.png,Regular,5462,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110036_009.png,Regular,5523,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110030_010.png,Regular,5439,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180835_aug_005.jpg,Regular,5900,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_008.png,Regular,5484,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_003.png,Regular,5901,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110036_006.png,Regular,5902,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105150_002.png,Regular,5903,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180619_aug_001.jpg,Regular,5904,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180801_aug_008.jpg,Regular,5905,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180628_aug_001.jpg,Regular,5906,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105303_010.png,Regular,5480,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105303_000.png,Regular,5907,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110017_013.png,Regular,5444,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_002.png,Regular,5908,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_008.png,Regular,5704,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105756.png,Regular,5763,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105108.png,Regular,5576,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013.png,Regular,5535,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105108_011.png,Regular,5576,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110030_007.png,Regular,5909,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105154_011.png,Regular,5518,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180619_aug_002.jpg,Regular,5910,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105149_008.png,Regular,5456,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105027_013.png,Regular,5441,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811_005.png,Regular,5911,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110030_016.png,Regular,5912,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110125_011.png,Regular,5462,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811.png,Regular,5447,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814_014.png,Regular,5913,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_013.png,Regular,5555,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105144_001.png,Regular,5914,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110125_014.png,Regular,5915,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811_003.png,Regular,5916,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105110_005.png,Regular,5917,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105740_015.png,Regular,5918,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105829_015.png,Regular,5919,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816.png,Regular,5588,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180831_aug_001.jpg,Regular,5920,test
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180401_aug_001.jpg,Regular,5921,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105223_013.png,Regular,5582,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105217_016.png,Regular,5922,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811_016.png,Regular,5923,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_013.png,Regular,5488,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105303_013.png,Regular,5480,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105027_000.png,Regular,5924,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505_001.png,Regular,5925,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_009.png,Regular,5449,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105834_014.png,Regular,5926,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105818_015.png,Regular,5927,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105434_002.png,Regular,5928,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105115_000.png,Regular,5929,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105504_002.png,Regular,5930,val
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180750_aug_003.jpg,Regular,5931,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505_005.png,Regular,5932,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_011.png,Regular,5704,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110007_004.png,Regular,5933,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_014.png,Regular,5934,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105108_013.png,Regular,5576,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105144_003.png,Regular,5935,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_004.png,Regular,5936,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013_009.png,Regular,5535,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_004.png,Regular,5937,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180633_aug_007.jpg,Regular,5938,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105219_008.png,Regular,5485,test
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180628_aug_006.jpg,Regular,5939,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105219_005.png,Regular,5940,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110121_014.png,Regular,5941,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105504_016.png,Regular,5942,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105301_010.png,Regular,5481,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110033_011.png,Regular,5509,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180628_aug_007.jpg,Regular,5943,test
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_002.png,Regular,5944,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105811_004.png,Regular,5945,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105115_003.png,Regular,5946,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005.png,Regular,5602,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105816_000.png,Regular,5947,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180633_aug_003.jpg,Regular,5948,train
Fruits/Regular Quality_Fruits/Lime_Regular/20260524_180628_aug_004.jpg,Regular,5949,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105110_015.png,Regular,5950,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105217_008.png,Regular,5448,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110007_000.png,Regular,5951,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110005_016.png,Regular,5952,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_000.png,Regular,5953,val
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105034_011.png,Regular,5449,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105814_008.png,Regular,5632,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105504_003.png,Regular,5954,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105737_001.png,Regular,5955,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105504_013.png,Regular,5544,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105701_001.png,Regular,5956,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105505_014.png,Regular,5957,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 110013_000.png,Regular,5958,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105303_001.png,Regular,5959,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105230_001.png,Regular,5960,train
Fruits/Regular Quality_Fruits/Lime_Regular/Captura de pantalla 2026-06-03 105343_009.png,Regular,5555,train
